,y_shift,PoseNet,MAE,MSE,NLPD,PSNR,UIQI,LPIPS_vgg,SSIM,MSSIM
0,-0.5,0.7410273551940918,0.010133466683328152,0.0014284063363447785,0.08390605449676514,14.398799896240234,,0.15369679033756256,0.8593542575836182,
1,-0.49,0.7442459464073181,0.010591672733426094,0.0014963188441470265,0.08520195633172989,14.458736419677734,,0.15546450018882751,0.853724479675293,
2,-0.48,0.745256245136261,0.010816617868840694,0.0015295897610485554,0.08584901690483093,14.445286750793457,,0.1562875658273697,0.8508685231208801,
3,-0.47,0.7458423972129822,0.011036723852157593,0.0015620689373463392,0.08650177717208862,14.40403938293457,,0.15707248449325562,0.84799724817276,
4,-0.46,0.7460715770721436,0.011456254869699478,0.00162359734531492,0.08785641193389893,14.290617942810059,,0.1585480272769928,0.8422442674636841,
5,-0.45,0.7457514405250549,0.011653688736259937,0.0016523580998182297,0.08852770924568176,14.227131843566895,,0.1592233031988144,0.8393820524215698,
6,-0.44,0.7449709177017212,0.011841628700494766,0.0016796033596619964,0.0891973003745079,14.162325859069824,,0.1598605364561081,0.8365446925163269,
7,-0.43,0.7439491748809814,0.012018794193863869,0.0017051069298759103,0.08989278972148895,14.0986328125,,0.16045626997947693,0.8337453603744507,
8,-0.42,0.7411447763442993,0.012339404784142971,0.001750817522406578,0.09121830761432648,13.985702514648438,,0.1614345759153366,0.8283252716064453,
