,rotation,PoseNet,MAE,MSE,NLPD,PSNR,UIQI,LPIPS_vgg,SSIM,MSSIM
0,-50.0,0.28758230805397034,0.0038780930917710066,0.00028605121769942343,0.06062033027410507,22.33380126953125,,0.03358525410294533,0.9212623238563538,0.8723816275596619
1,-49.0,0.28278452157974243,0.003808147506788373,0.0002768507110886276,0.0601639449596405,22.47540283203125,,0.03277316316962242,0.9224472045898438,0.8756413459777832
