,x_shift,PoseNet,MAE,MSE,NLPD,PSNR,UIQI,LPIPS_vgg,SSIM,MSSIM
0,-0.5,0.79249024,0.010093454,0.0014228577,0.08378083,14.352255,,0.14987458,0.85985965,
1,-0.49,0.8164651,0.0105507085,0.0014906087,0.08509053,14.445796,,0.15110207,0.854254,
