epoch,mean training loss,val MSE,val_SSIM,Downstream MAE
0,0.0,0.0003870392660610378,0.9255718674659729,0.2777931885719299
1,0.17140111327171326,1.9197418594558256e-05,0.9854331374168396,0.07755865287780762
2,0.09975329786539078,2.1554421764449216e-05,0.9879155535697937,0.07341210255026817
3,0.08646765351295471,7.170651206251932e-06,0.9926576161384583,0.057730239778757096
4,0.08146004378795624,1.694346947988379e-05,0.9894706754684448,0.07139930498600006
5,0.07595878839492798,2.6222494256217033e-05,0.986999162197113,0.08284648424386978
6,0.07632451504468918,1.4382903995283414e-05,0.990956344127655,0.06282846379280091
7,0.07281258702278137,1.100673061228008e-05,0.9936449728012084,0.06056730476021767
8,0.07016420364379883,6.996718324444373e-06,0.9933549900054932,0.054848359048366546
9,0.07041624188423157,5.3459536302398195e-06,0.9940676417350769,0.04881167894601822
10,0.06696973741054535,5.973603785605519e-06,0.9938633627891541,0.05264552035927773
11,0.0680510550737381,6.700280375298462e-06,0.993795081615448,0.05184805810451507
12,0.06635192036628723,5.89093748749292e-06,0.9939900121688843,0.04949310526251793
13,0.06375676393508911,5.234936408669455e-06,0.9943014559745789,0.05321936672925949
14,0.06463415920734406,8.515877565514528e-06,0.9919947853088379,0.054349374413490296
15,0.06386058777570724,5.962057495707996e-06,0.9943461918830871,0.05104450917243958
16,0.06275767832994461,4.0787399375403765e-06,0.9952476296424866,0.04716984724998474
17,0.06302221119403839,5.593971156486078e-06,0.9944469599723816,0.0516378558576107
18,0.06212075054645538,6.0400519323593475e-06,0.9929940400123596,0.053883021652698516
19,0.0619564950466156,8.78568239568267e-06,0.9923493814468384,0.058971031606197356
20,0.062379129230976105,1.273797808244126e-05,0.9926535234451294,0.06277243089675903
21,0.06185581535100937,1.3196184150729095e-05,0.9905085940361023,0.0638669331073761
22,0.061836738139390945,1.0048369627838837e-05,0.9924456353187561,0.05635710495710373
23,0.06064851954579353,9.918677427776857e-06,0.9920138583183289,0.05873515227437019
24,0.06014556065201759,3.7659985600839718e-06,0.9955905365943909,0.04514428961277008
25,0.05966268107295036,4.386024244013243e-06,0.9942522964477539,0.04853893345594406
26,0.06022399663925171,4.412608053826261e-06,0.9948583040237426,0.04948953187465668
27,0.058902934193611145,4.181696673185798e-06,0.9950653014183044,0.04833725398778915
28,0.05911099165678024,4.3180960365134525e-06,0.994868420124054,0.04744731119275093
29,0.058494530618190765,4.975898898919695e-06,0.994306097984314,0.05181705045700073
30,0.05697526037693024,1.0003377810789971e-05,0.9932459025382996,0.056403892278671264
31,0.05947795882821083,2.018085721647367e-05,0.9894720668792725,0.07350099849700928
32,0.058573994785547256,6.258884714043233e-06,0.9939421634674073,0.051735302180051804
33,0.05823623761534691,6.197200524184155e-06,0.9934726815223693,0.0541495843231678
34,0.05735255405306816,9.805444031371735e-06,0.9927070126533508,0.05404886576533317
35,0.05664519593119621,5.4731059917685346e-06,0.9941102294921875,0.04717513489723205
36,0.05624840408563614,7.131980819394812e-06,0.9946509647369385,0.04860363036394119
37,0.054814621806144714,5.281742704028147e-06,0.9956974501609802,0.05142879971861839
38,0.057553790509700775,4.041724754642928e-06,0.9949691920280457,0.0479582040309906
39,0.05603279173374176,2.1516122702450958e-05,0.9894019107818603,0.07385622388124466
40,0.05722211301326752,1.174396099304431e-05,0.9906609039306641,0.05506822860240936
