,brightness,PoseNet,MAE,MSE,NLPD,PSNR,UIQI,LPIPS_vgg,SSIM,MSSIM
0,-1.0,0.49679696559906006,0.0019700198899954557,0.0001964644470717758,0.06487246602773666,,,0.07964162528514862,,
1,-0.98,0.49679696559906006,0.0019700198899954557,0.0001964644470717758,0.06487246602773666,,,0.07964162528514862,,
2,-0.96,0.49679696559906006,0.0019700198899954557,0.0001964644470717758,0.06487246602773666,,,0.07964162528514862,,
3,-0.94,0.49679696559906006,0.0019700198899954557,0.0001964644470717758,0.06487246602773666,,,0.07964162528514862,,
4,-0.92,0.49679696559906006,0.0019700198899954557,0.0001964644470717758,0.06487246602773666,,,0.07964162528514862,,
5,-0.9,0.49679696559906006,0.0019700198899954557,0.0001964644470717758,0.06487246602773666,,,0.07964162528514862,,
6,-0.88,0.49679696559906006,0.0019700198899954557,0.0001964644470717758,0.06487246602773666,,,0.07964162528514862,,
7,-0.86,0.49679696559906006,0.0019700198899954557,0.0001964644470717758,0.06487246602773666,,,0.07964162528514862,,
8,-0.84,0.49679696559906006,0.0019700198899954557,0.0001964644470717758,0.06487246602773666,,,0.07964162528514862,,
9,-0.8200000000000001,0.49679696559906006,0.0019700198899954557,0.0001964644470717758,0.06487246602773666,,,0.07964162528514862,,
10,-0.8,0.49679696559906006,0.0019700198899954557,0.0001964644470717758,0.06487246602773666,,,0.07964162528514862,,
11,-0.78,0.49679696559906006,0.0019700198899954557,0.0001964644470717758,0.06487246602773666,,,0.07964162528514862,,
12,-0.76,0.49679696559906006,0.0019700198899954557,0.0001964644470717758,0.06487246602773666,,,0.07964162528514862,,
13,-0.74,0.49679696559906006,0.0019700198899954557,0.0001964644470717758,0.06487246602773666,,,0.07964162528514862,,
14,-0.72,0.49679696559906006,0.0019700198899954557,0.0001964644470717758,0.06487246602773666,,,0.07964162528514862,,
15,-0.7,0.49679696559906006,0.0019700198899954557,0.0001964644470717758,0.06487246602773666,,,0.07964162528514862,,
16,-0.6799999999999999,0.49679696559906006,0.0019700198899954557,0.0001964644470717758,0.06487246602773666,,,0.07964162528514862,,
17,-0.6599999999999999,0.49679696559906006,0.0019700198899954557,0.0001964644470717758,0.06487246602773666,,,0.07964162528514862,,
