epoch,mean training loss,val MSE,val_SSIM,Downstream MAE
0,0.0,0.00017805212253006175,0.937314507484436,0.1729565312862396
1,0.4336366653442383,1.5931020192510912e-05,0.9889356575012207,0.07589862909913063
2,0.3432901203632355,8.256856532170787e-06,0.9923400101661682,0.055191163718700406
3,0.33579492568969727,8.613242853243719e-06,0.9917538533210755,0.0530016193985939
4,0.3278694152832031,6.997565054916777e-06,0.9937019519805909,0.0515305295586586
5,0.32561442255973816,7.75582995993318e-06,0.9922199139595032,0.05563994100689888
6,0.322179913520813,7.755683598588803e-06,0.9934011373519898,0.05411480841040611
7,0.3210098445415497,5.419844061179901e-06,0.9946034359931946,0.05256692364811897
8,0.3200148046016693,1.3814083689794642e-05,0.9906896104812623,0.06032787171006203
9,0.31998562812805176,2.2027520069968886e-05,0.9894935503005982,0.07505638733506202
10,0.31707248091697693,4.946651568388915e-06,0.9945827670097351,0.04960683271288872
11,0.3147919178009033,8.507959093549288e-06,0.994249349117279,0.0523388312458992
12,0.3153162896633148,5.405040550613194e-06,0.9941960363388062,0.05240420374274254
13,0.314151406288147,5.71432772812841e-06,0.9940695247650146,0.04719494092464447
14,0.3120920956134796,8.015966748644132e-06,0.9931070570945739,0.05276860174536705
15,0.31441280245780945,4.479477611312177e-06,0.9948999171257019,0.048853955149650574
16,0.31061089038848877,4.054367807839299e-06,0.9950399088859558,0.04727198997139931
17,0.3121510446071625,1.6843827674165368e-05,0.988074722290039,0.06837222018837928
18,0.3126499652862549,3.893795388648868e-06,0.9952893962860108,0.04359113276004791
19,0.310808002948761,1.0870956444705372e-05,0.9898768768310547,0.052538867205381395
20,0.31174156069755554,4.069814438480535e-06,0.9947615098953247,0.04636181980371475
21,0.31151407957077026,2.81012681152788e-05,0.986619975566864,0.08569835484027863
22,0.3119910657405853,5.36016400110384e-06,0.9948773260116577,0.045869524598121644
23,0.30943596363067627,4.95206618688826e-06,0.9950884184837341,0.04776673582196236
24,0.30943650007247925,4.328110484493663e-06,0.9953500399589539,0.04885227134823799
25,0.30878281593322754,6.424557941500098e-06,0.9948649034500122,0.05123868089914322
26,0.3086622655391693,1.2911484172946075e-05,0.9908069710731506,0.062467061698436736
27,0.3070283532142639,4.184736056231486e-06,0.9954868860244751,0.04484429655969143
28,0.3079301714897156,2.991370705422014e-05,0.9836026616096497,0.0865897564291954
29,0.3088994324207306,1.4507823834719602e-05,0.9873735346794128,0.06533182388544083
30,0.31061026453971863,4.0495240100426595e-06,0.9949648985862732,0.04653758990764618
31,0.3077191710472107,3.555858627805719e-06,0.9955486717224121,0.048250170022249225
32,0.30610209703445435,4.030626365420176e-06,0.9954989657402039,0.045064523756504056
33,0.3060224652290344,6.086887342462433e-06,0.9949004855155945,0.049282421231269836
34,0.3066982626914978,4.3606198505585784e-06,0.9949130926132203,0.0481905083656311
35,0.30712538957595825,5.5063265608623625e-06,0.9949154810905456,0.04848482450842857
36,0.30479705333709717,3.5215001498727363e-06,0.9957603616714478,0.044259831100702286
37,0.3077990412712097,1.7059763686120276e-05,0.9913624587059021,0.06850781026482582
38,0.3061780333518982,3.592836706957314e-06,0.9957173848152161,0.047177119344472884
39,0.30581486225128174,3.0530693957189214e-06,0.9960238695144653,0.04355266356468201
40,0.3049858808517456,7.925484489533119e-06,0.9944132614135742,0.05038645461201668
41,0.30495503544807434,7.08373846282484e-06,0.9946157011985779,0.05067253768444061
42,0.3046695590019226,5.3307060843508225e-06,0.9947025256156922,0.050250064969062806
43,0.30494412779808044,4.865291657552007e-06,0.9954345388412476,0.04919005811214447
44,0.3053615093231201,6.182609877214418e-06,0.9951934533119202,0.0498291320502758
45,0.30481287837028503,3.451928428148676e-06,0.9957808747291564,0.04633588805794716
46,0.305029958486557,4.08420015082811e-06,0.9957830710411072,0.045786570906639096
47,0.3048231601715088,5.732265291044314e-06,0.9947996807098388,0.04715619361400604
48,0.30286020040512085,4.193215874693123e-06,0.9959055557250976,0.046418086886405946
49,0.3066273331642151,4.362503596894385e-06,0.9958573002815246,0.048325817376375195
50,0.30392229557037354,5.548011467908509e-06,0.9951632623672485,0.04692318028211594
51,0.3038795590400696,1.3054180522885873e-05,0.9908547644615173,0.06651280695199967
52,0.30421996116638184,4.838372658923617e-06,0.9949277696609498,0.04452271568775177
53,0.3041180372238159,4.4866576808999526e-06,0.9952938995361328,0.044388894140720364
54,0.3046237826347351,3.851941090033506e-06,0.9953067517280578,0.04889167788624763
55,0.30192118883132935,5.929498327532201e-06,0.9956448245048523,0.04762461069226265
56,0.30247288942337036,5.026325598009862e-06,0.9952940716743469,0.048414895951747895
57,0.3031277060508728,3.598979520575085e-06,0.9956731500625611,0.04326242098212242
58,0.3038783073425293,6.18953899902408e-06,0.9954005198478699,0.05013805830478668
59,0.3023296594619751,4.8971998094202714e-06,0.9952340059280396,0.04553266257047653
60,0.30381959676742554,3.638135306573531e-06,0.9958007354736328,0.04731056672334671
61,0.3025655746459961,8.264366924777277e-06,0.9951855750083923,0.0600859999358654
62,0.3023781478404999,3.015342586877523e-06,0.9960871529579163,0.04361205786466599
63,0.30218636989593506,2.9540049617935438e-06,0.9961347994804383,0.04480500492453575
64,0.3010096848011017,9.497182771156077e-06,0.9936124758720398,0.05279800546169281
65,0.30131664872169495,3.2826011474753614e-06,0.9959627404212952,0.044824561029672624
66,0.30084317922592163,7.461984512701747e-06,0.9946897501945495,0.05262421232461929
67,0.30383723974227905,5.909184561460279e-06,0.9950767331123352,0.04723748728632927
68,0.3035583198070526,3.999609318270813e-06,0.9961026811599731,0.047060457214713095
69,0.30241021513938904,6.650605875620385e-06,0.9927654690742492,0.05421222794055939
70,0.30292758345603943,4.34386101187556e-06,0.9954455571174622,0.045998657703399656
71,0.3027787208557129,3.87889938428998e-06,0.9953843970298767,0.04610484030842781
72,0.30203837156295776,3.242758511987631e-06,0.9961500830650329,0.04423168903589249
73,0.30126139521598816,8.675740911712637e-06,0.9933002443313599,0.05959313294291496
74,0.30266687273979187,3.574556749299518e-06,0.9958180866241455,0.04415788719058037
75,0.3006228804588318,3.1284225024137414e-06,0.9962512812614441,0.04370933765172958
76,0.3022676110267639,5.721860117773758e-06,0.9956312527656556,0.04445351016521454
77,0.30184730887413025,4.57581597220269e-06,0.9959378714561462,0.048991550326347354
78,0.3006572127342224,3.4166751784141523e-06,0.9960797390937806,0.04374764344096184
79,0.3008176386356354,6.168279258417897e-06,0.9950939865112305,0.05078208902478218
80,0.3037703335285187,3.03682083995227e-06,0.9962996082305908,0.040685753405094144
81,0.2998254895210266,2.7473685786389977e-06,0.9963415532112122,0.043510739833116534
82,0.3011694550514221,5.583714117165073e-06,0.9949766564369201,0.05371689984202385
83,0.3006298542022705,3.1752526729178497e-06,0.9960209808349609,0.04106332312524319
84,0.3013594448566437,4.625804100214736e-06,0.9952134876251221,0.042479649841785434
85,0.3014398217201233,3.94196586603357e-06,0.9955627036094665,0.04794891741871834
86,0.30048516392707825,7.666549941859557e-06,0.9941020016670227,0.05168296033143997
87,0.2995234429836273,3.330195547277981e-06,0.9963436822891235,0.04907200741767883
88,0.3005821108818054,1.327336410759017e-05,0.9923184194564819,0.06346209478378297
89,0.30029845237731934,4.110750706786348e-06,0.9953608236312866,0.04606035181879997
90,0.3002776801586151,5.712602001949563e-06,0.9952435731887818,0.0504099003970623
91,0.29995012283325195,5.069147058748058e-06,0.9952808613777161,0.050693891078233716
92,0.301302969455719,1.1424183354392881e-05,0.9929505820274354,0.05464162623882294
93,0.300938218832016,2.866595779778436e-06,0.9961720151901245,0.042308988705277446
94,0.29998940229415894,3.1885316229818274e-06,0.9957043261528015,0.04232825301587582
95,0.3001351058483124,2.8719801657643982e-06,0.996249107837677,0.04323441553115845
96,0.29895085096359253,7.154691227697185e-06,0.994921136379242,0.05257273676991463
97,0.30044713616371155,4.0238091296487255e-06,0.9956603617668152,0.04626469844579697
98,0.30044230818748474,4.9191635644092455e-06,0.996135226726532,0.049697960019111635
99,0.29991117119789124,4.944623244227842e-06,0.9951665444374085,0.04768189316987991
100,0.2998810410499573,3.165693223309063e-06,0.9962209854125976,0.04183934289216995
101,0.3003540635108948,4.889989793809946e-06,0.9949003939628601,0.0477607871890068
102,0.30068421363830566,5.093893938465044e-06,0.9943554348945618,0.05386429414153099
103,0.30013254284858704,9.559501191688469e-06,0.9933566126823425,0.057258983194828035
104,0.2992488741874695,6.706450272758957e-06,0.9951821832656861,0.04976097333431244
105,0.299234002828598,2.9605133686345654e-06,0.9960497007369995,0.04083696885406971
106,0.2994481027126312,3.1548804217891303e-06,0.9962939629554749,0.04357228571176529
107,0.29977697134017944,3.590181818253768e-06,0.9959711618423462,0.04510598611831665
108,0.2996058464050293,3.4171079969382843e-06,0.9958464665412903,0.046794753849506376
109,0.2976483106613159,3.5718371564144036e-06,0.9959691205024719,0.045000545918941495
110,0.30027294158935547,4.000586477559409e-06,0.9954265031814575,0.04548362970352173
111,0.301065593957901,3.1102502298381297e-06,0.9960501384735108,0.04279625663161278
112,0.2984802722930908,3.337381101118808e-06,0.9958612461090088,0.04493156871199608
113,0.2983977198600769,2.963372906378936e-06,0.9963140373229981,0.044470951795578
114,0.29906216263771057,7.482033983251313e-06,0.9953968877792359,0.05198532235622406
115,0.30073562264442444,8.592524070991204e-06,0.9926847491264343,0.05643098664283752
116,0.3011336624622345,5.485672057147895e-06,0.9946940364837646,0.04451315760612488
117,0.29838088154792786,5.171908373085899e-06,0.9956322436332703,0.047114308953285215
118,0.29836520552635193,6.341673444694606e-06,0.9950747995376586,0.050331116527318955
119,0.2990438640117645,1.5173756488366053e-05,0.990919171333313,0.06936307635903359
120,0.2995695471763611,3.6690486085717566e-06,0.9960181941986084,0.04259497658908367
121,0.29891031980514526,4.608091634509037e-06,0.9955514731407166,0.04572317925095558
122,0.2995237112045288,2.947189026599517e-06,0.9964163594245911,0.040731987476348874
123,0.29917842149734497,3.114397925855883e-06,0.9961281857490539,0.044038753688335416
124,0.29800641536712646,2.7409830945543945e-06,0.9962201066017151,0.0419203999042511
125,0.29889655113220215,4.159547123890661e-06,0.9954382662773132,0.04635606935620308
126,0.2985110580921173,6.1223793964018115e-06,0.9942567572593689,0.049222927033901215
127,0.2973358929157257,3.7875351972616047e-06,0.9959607782363892,0.04557207828760147
128,0.2982690930366516,1.2548355996841565e-05,0.9929086246490478,0.05884424665570259
