,rotation,PoseNet,MAE,MSE,NLPD,PSNR,UIQI,LPIPS_vgg,SSIM,MSSIM
66,16.0,0.10354352742433548,0.0013265997404232621,3.782142448471859e-05,0.03662416711449623,31.100765228271484,,0.006826020777225494,0.9704736471176147,0.9760379195213318
67,17.0,0.10903441160917282,0.0014082269044592977,4.244568117428571e-05,0.037847451865673065,30.60677719116211,,0.0074886176735162735,0.9686096906661987,0.9735183715820312
68,18.0,0.11451810598373413,0.001489701448008418,4.730565706267953e-05,0.039026014506816864,30.141536712646484,,0.008169859647750854,0.9667849540710449,0.9709272384643555
69,19.0,0.11998926103115082,0.001571002183482051,5.239605889073573e-05,0.04015892371535301,29.702627182006836,,0.008867794647812843,0.9649962782859802,0.9682703018188477
70,20.0,0.12544941902160645,0.0016521065263077617,5.770905045210384e-05,0.041231974959373474,29.288097381591797,,0.009584203362464905,0.9632437229156494,0.965554416179657
71,21.0,0.13090240955352783,0.0017330063274130225,6.324020796455443e-05,0.04225227236747742,28.89548683166504,,0.0103148790076375,0.961524248123169,0.962782621383667
72,22.0,0.13634896278381348,0.0018136741127818823,6.89833250362426e-05,0.0432274155318737,28.520944595336914,,0.011060387827455997,0.959834098815918,0.9599581956863403
73,23.0,0.1417839527130127,0.0018941615708172321,7.493481098208576e-05,0.04417351633310318,28.1643009185791,,0.01181519590318203,0.958171010017395,0.9570858478546143
74,24.0,0.14720535278320312,0.0019744769670069218,8.108783367788419e-05,0.04508691281080246,27.824459075927734,,0.012584701180458069,0.9565340876579285,0.9541715979576111
75,25.0,0.1526089906692505,0.002054535085335374,8.743709622649476e-05,0.045969512313604355,27.499467849731445,,0.0133637934923172,0.9549208879470825,0.9512171149253845
76,26.0,0.15799829363822937,0.00213434174656868,9.39765086513944e-05,0.04681209847331047,27.188322067260742,,0.014150072820484638,0.953331470489502,0.9482263922691345
77,27.0,0.16337773203849792,0.002213874366134405,0.00010069886775454506,0.04761853814125061,26.88973045349121,,0.014945713803172112,0.9517646431922913,0.9452018737792969
78,28.0,0.16874325275421143,0.0022931236308068037,0.00010760083387140185,0.04840843379497528,26.60312271118164,,0.01574775017797947,0.9502167701721191,0.9421451091766357
79,29.0,0.17408756911754608,0.0023721419274806976,0.00011467459262348711,0.04916727915406227,26.327213287353516,,0.016560804098844528,0.9486898183822632,0.9390613436698914
80,30.0,0.1794104278087616,0.0024508454371243715,0.00012191772111691535,0.049915194511413574,26.061471939086914,,0.017378250136971474,0.9471813440322876,0.9359480738639832
81,31.0,0.18471825122833252,0.0025293000508099794,0.00012932253594044596,0.05063531920313835,25.807174682617188,,0.018199261277914047,0.9456906318664551,0.9328177571296692
82,32.0,0.19000670313835144,0.0026074370834976435,0.0001368840312352404,0.05132962763309479,25.56208038330078,,0.019027352333068848,0.9442190527915955,0.9296635985374451
83,33.0,0.19527818262577057,0.002685257000848651,0.00014459538215305656,0.052000757306814194,25.32473373413086,,0.01985763944685459,0.9427654147148132,0.9264892339706421
84,34.0,0.20053723454475403,0.0027627188246697187,0.00015244919632095844,0.05265715345740318,25.09593391418457,,0.020689360797405243,0.9413281083106995,0.9232971668243408
85,35.0,0.20577728748321533,0.0028398758731782436,0.00016044528456404805,0.053303614258766174,24.87420654296875,,0.021525323390960693,0.93990558385849,0.9200870990753174
86,36.0,0.21098749339580536,0.002916665282100439,0.00016857573064044118,0.05393441021442413,24.66045570373535,,0.022361593320965767,0.9384986162185669,0.9168635010719299
87,37.0,0.21617940068244934,0.0029931014869362116,0.00017684705380816013,0.05460340529680252,24.453426361083984,,0.023179197683930397,0.9371007680892944,0.9136189222335815
88,38.0,0.22134949266910553,0.0030693248845636845,0.00018521369202062488,0.05513855069875717,24.251476287841797,,0.024037986993789673,0.9357346892356873,0.9103823304176331
89,39.0,0.22650979459285736,0.0031451587565243244,0.00019371285452507436,0.05571555346250534,24.055950164794922,,0.02487899735569954,0.9343760013580322,0.9071263670921326
90,40.0,0.23164965212345123,0.003220568411052227,0.00020232120004948229,0.05628623813390732,23.86713218688965,,0.025719359517097473,0.933032214641571,0.9038622975349426
