,y_shift,PoseNet,MAE,MSE,NLPD,PSNR,UIQI,LPIPS_vgg,SSIM,MSSIM
0,-0.5,0.7485636472702026,0.010260446928441525,0.0014532777713611722,0.08435263484716415,14.336368560791016,,0.154205322265625,0.8586075305938721,
1,-0.49,0.7513800263404846,0.010723154060542583,0.0015221035573631525,0.0856584683060646,14.410576820373535,,0.15599548816680908,0.852971076965332,
2,-0.48,0.7523078918457031,0.010950448922812939,0.0015558028826490045,0.08630792051553726,14.400777816772461,,0.15682391822338104,0.8501101732254028,
3,-0.47,0.7528389692306519,0.011172963306307793,0.0015886868350207806,0.08696280419826508,14.368290901184082,,0.1576121300458908,0.84723299741745,
4,-0.46,0.7531617879867554,0.01159751322120428,0.0016509402776136994,0.08830748498439789,14.261845588684082,,0.15908992290496826,0.8414661884307861,
5,-0.45,0.7527740001678467,0.011797464452683926,0.0016800189623609185,0.08898105472326279,14.202860832214355,,0.15975500643253326,0.8385956883430481,
6,-0.44,0.7519648671150208,0.011987893842160702,0.0017075452487915754,0.08965375274419785,14.140328407287598,,0.16038405895233154,0.8357487320899963,
7,-0.43,0.7509797811508179,0.012167491018772125,0.001733295852318406,0.0903521478176117,14.075772285461426,,0.1609766185283661,0.8329391479492188,
8,-0.42,0.7480324506759644,0.01249256543815136,0.0017793826991692185,0.09168726950883865,13.960232734680176,,0.16195687651634216,0.8274967670440674,
9,-0.41000000000000003,0.7459470629692078,0.012637520208954811,0.0017997149843722582,0.09231723845005035,13.91145133972168,,0.16232094168663025,0.8249013423919678,
10,-0.4,0.7435678839683533,0.012769760563969612,0.0018181175692006946,0.09298019111156464,13.869182586669922,,0.162614107131958,0.8224140405654907,
11,-0.39,0.7377635836601257,0.012996862642467022,0.0018494765972718596,0.09419820457696915,13.80274486541748,,0.1629035323858261,0.8178310394287109,
12,-0.38,0.7344701886177063,0.013091905042529106,0.0018625417724251747,0.09476590901613235,13.777268409729004,,0.16290701925754547,0.8157633543014526,
13,-0.37,0.7310437560081482,0.013173983432352543,0.001873791916295886,0.09537073969841003,13.756576538085938,,0.16284018754959106,0.8138602375984192,
14,-0.36,0.7274019718170166,0.013243269175291061,0.0018832897767424583,0.09594769775867462,13.73995304107666,,0.16267694532871246,0.8121301531791687,
15,-0.35,0.7197760939598083,0.01334237027913332,0.00189702189527452,0.09707652032375336,13.716965675354004,,0.16197331249713898,0.8092215061187744,
16,-0.33999999999999997,0.7160354256629944,0.013370901346206665,0.0019010711694136262,0.0976705476641655,13.710112571716309,,0.1614433377981186,0.8080602884292603,
17,-0.32999999999999996,0.71236652135849,0.013385024853050709,0.0019031575648114085,0.09823019057512283,13.705971717834473,,0.16078293323516846,0.8071036338806152,
18,-0.32,0.7052478790283203,0.013368912041187286,0.001901069306768477,0.09923995286226273,13.705268859863281,,0.1590529978275299,0.8058156371116638,
19,-0.31,0.7018674612045288,0.013337689451873302,0.0018965911585837603,0.09971871227025986,13.708781242370605,,0.15801620483398438,0.8054807782173157,
20,-0.3,0.6985059380531311,0.013290759176015854,0.0018896530382335186,0.10014372318983078,13.714998245239258,,0.15682703256607056,0.8053464889526367,
21,-0.29000000000000004,0.695180356502533,0.013227886520326138,0.0018801118712872267,0.10051266103982925,13.72413444519043,,0.15545468032360077,0.8054125905036926,
22,-0.28,0.6884823441505432,0.013053434900939465,0.0018525556661188602,0.10108713060617447,13.752562522888184,,0.15220779180526733,0.8061385750770569,
23,-0.27,0.6850453019142151,0.012941493652760983,0.0018342201365157962,0.10129106789827347,13.772734642028809,,0.15035700798034668,0.8067938685417175,
24,-0.26,0.6814625859260559,0.01281294971704483,0.0018126423237845302,0.10142988711595535,13.797606468200684,,0.14837206900119781,0.8076428771018982,
25,-0.25,0.6776276230812073,0.012667682953178883,0.001787669025361538,0.1014932245016098,13.827834129333496,,0.14628341794013977,0.8086885809898376,
26,-0.24,0.6690230369567871,0.012326237745583057,0.0017269840463995934,0.10139815509319305,13.907437324523926,,0.1417967826128006,0.8113756775856018,
27,-0.22999999999999998,0.6640986204147339,0.012129893526434898,0.001691048382781446,0.10122881829738617,13.958556175231934,,0.13929907977581024,0.8130176663398743,
28,-0.21999999999999997,0.6586115956306458,0.011916167102754116,0.0016512700822204351,0.10095704346895218,14.018542289733887,,0.13659974932670593,0.8148640394210815,
29,-0.21000000000000002,0.6454616189002991,0.01143638789653778,0.0015600480837747455,0.10013940185308456,14.169679641723633,,0.13054265081882477,0.8191781044006348,
30,-0.2,0.6374521255493164,0.011170203797519207,0.0015086255734786391,0.09957912564277649,14.26342487335205,,0.12718427181243896,0.8216564655303955,
31,-0.19,0.6283130049705505,0.010886410251259804,0.0014534122310578823,0.09889569133520126,14.371265411376953,,0.12363479286432266,0.8243608474731445,
32,-0.18,0.6180127859115601,0.010585187934339046,0.0013945309910923243,0.09809265285730362,14.494872093200684,,0.11993461847305298,0.8272989988327026,
33,-0.16999999999999998,0.5943953990936279,0.009931054897606373,0.0012664871755987406,0.09611412137746811,14.796958923339844,,0.11186438053846359,0.8339208960533142,
34,-0.15999999999999998,0.5819472670555115,0.009578654542565346,0.0011978007387369871,0.09490284323692322,14.979768753051758,,0.10744737833738327,0.8376410007476807,
35,-0.14999999999999997,0.5685254335403442,0.009209983050823212,0.0011264098575338721,0.09355615824460983,15.187034606933594,,0.10276801884174347,0.8416540026664734,
36,-0.14,0.5381061434745789,0.008425521664321423,0.0009770122123882174,0.0904403105378151,15.686637878417969,,0.09276694059371948,0.8506357669830322,
37,-0.13,0.5210108160972595,0.008010857738554478,0.0008998721023090184,0.08863751590251923,15.985915184020996,,0.08755674213171005,0.8556562662124634,
38,-0.12,0.5022795796394348,0.007582140155136585,0.0008217674330808222,0.08670295774936676,16.32363510131836,,0.0823235958814621,0.8610495924949646,
39,-0.10999999999999999,0.4819774329662323,0.007139938417822123,0.0007432463462464511,0.08461937308311462,16.704797744750977,,0.07696932554244995,0.8668365478515625,
40,-0.09999999999999998,0.4365836977958679,0.006218189839273691,0.0005873665795661509,0.07992146164178848,17.622940063476562,,0.06561195850372314,0.8796865940093994,
41,-0.08999999999999997,0.4109736382961273,0.0057402062229812145,0.0005113300285302103,0.07735875248908997,18.176259994506836,,0.05954509228467941,0.8867597579956055,
42,-0.08000000000000002,0.383212149143219,0.005251920782029629,0.00043749771430157125,0.07461509108543396,18.80703353881836,,0.05321497842669487,0.8942816257476807,0.7860131859779358
43,-0.07,0.3209892213344574,0.004247875884175301,0.0002994753886014223,0.06844186037778854,20.367263793945312,,0.04009910300374031,0.9107121229171753,0.8404176831245422
44,-0.06,0.2865147292613983,0.0037339774426072836,0.00023689999943599105,0.06506902724504471,21.345558166503906,,0.03362272307276726,0.9195845723152161,0.8670955300331116
45,-0.04999999999999999,0.25024205446243286,0.003213274059817195,0.00017971826309803873,0.06131771206855774,22.507644653320312,,0.02724742516875267,0.928928017616272,0.8930220007896423
46,-0.03999999999999998,0.2126440852880478,0.002686755731701851,0.0001287961204070598,0.05699150264263153,23.91876792907715,,0.020998327061533928,0.9387904405593872,0.9179666042327881
47,-0.02999999999999997,0.13451868295669556,0.001620240742340684,4.938749407301657e-05,0.04575332626700401,28.011268615722656,,0.00947131309658289,0.9605321288108826,0.9629525542259216
48,-0.020000000000000018,0.0946335420012474,0.0010821390897035599,2.2726351744495332e-05,0.037255700677633286,31.339805603027344,,0.004765972029417753,0.973595380783081,0.9811913967132568
49,-0.010000000000000009,0.05499270185828209,0.0005418563960120082,5.996380878059426e-06,0.02565600536763668,37.04067611694336,,0.0013728429330512881,0.9891240000724792,0.9944443106651306
50,0.0,0.023424090817570686,0.0,0.0,0.0,inf,,0.0,1.0,1.0
51,0.010000000000000009,0.05908241122961044,0.0005418563960120082,5.996380878059426e-06,0.025643670931458473,37.04067611694336,,0.0013706681784242392,0.9891240000724792,0.9944441318511963
52,0.020000000000000018,0.10247238725423813,0.0010821390897035599,2.2726351744495332e-05,0.037143804132938385,31.339805603027344,,0.00475425086915493,0.973595380783081,0.9811837673187256
53,0.030000000000000027,0.1469983160495758,0.001620240742340684,4.938749407301657e-05,0.045456256717443466,28.011268615722656,,0.00940749142318964,0.960532009601593,0.9629334211349487
54,0.040000000000000036,0.23740802705287933,0.002686755731701851,0.0001287961204070598,0.05605659261345863,23.91876792907715,,0.020811917260289192,0.9387904405593872,0.9179178476333618
55,0.050000000000000044,0.28272077441215515,0.003213274059817195,0.00017971826309803873,0.059954527765512466,22.507644653320312,,0.02703474648296833,0.928928017616272,0.8929653167724609
56,0.06000000000000005,0.3277411162853241,0.0037339774426072836,0.00023689999943599105,0.06321441382169724,21.345558166503906,,0.03336231783032417,0.9195845723152161,0.8670408129692078
57,0.07000000000000006,0.37257522344589233,0.004247875884175301,0.0002994753886014223,0.06604301929473877,20.367263793945312,,0.039787594228982925,0.9107121229171753,0.840377151966095
58,0.07999999999999996,0.46065571904182434,0.005251920782029629,0.00043749771430157125,0.07101354002952576,18.80703353881836,,0.052868518978357315,0.8942816257476807,0.7860479354858398
59,0.08999999999999997,0.5028886795043945,0.0057402062229812145,0.0005113300285302103,0.07310619205236435,18.176259994506836,,0.059140440076589584,0.8867597579956055,0.7582123875617981
60,0.09999999999999998,0.5439678430557251,0.006218189839273691,0.0005873665795661509,0.07499406486749649,17.622940063476562,,0.06514532119035721,0.8796865940093994,
61,0.10999999999999999,0.6222751140594482,0.007139938417822123,0.0007432463462464511,0.07830678671598434,16.704797744750977,,0.07647954672574997,0.8668365478515625,
62,0.12,0.6593030691146851,0.007582140155136585,0.0008217674330808222,0.07968715578317642,16.32363510131836,,0.08178379386663437,0.8610495924949646,
63,0.13,0.6952068209648132,0.008010857738554478,0.0008998721023090184,0.08092024177312851,15.985915184020996,,0.08694010972976685,0.8556562662124634,
64,0.14,0.7302544713020325,0.008425521664321423,0.0009770122123882174,0.08203177899122238,15.686637878417969,,0.09206749498844147,0.8506357669830322,
65,0.15000000000000002,0.7992212176322937,0.009209983050823212,0.0011264098575338721,0.08380993455648422,15.187034606933594,,0.10177578777074814,0.8416540026664734,
66,0.16000000000000003,0.8331109285354614,0.009578654542565346,0.0011978007387369871,0.08452019095420837,14.979768753051758,,0.10624054819345474,0.8376408219337463,
67,0.17000000000000004,0.8663154244422913,0.009931054897606373,0.0012664871755987406,0.08512292802333832,14.796958923339844,,0.11050742119550705,0.8339203000068665,
68,0.18000000000000005,0.9285515546798706,0.010585187934339046,0.0013945309910923243,0.08597921580076218,14.494872093200684,,0.1183571070432663,0.8272972702980042,
69,0.19000000000000006,0.9567156434059143,0.010886410251259804,0.0014534122310578823,0.08627426624298096,14.371265411376953,,0.12196914106607437,0.8243597745895386,
70,0.20000000000000007,0.9828073978424072,0.011170203797519207,0.0015086255734786391,0.08648645877838135,14.26342487335205,,0.12547501921653748,0.8216586112976074,
71,0.20999999999999996,1.0068780183792114,0.01143638789653778,0.0015600480837747455,0.08661437779664993,14.169679641723633,,0.12881655991077423,0.8191870450973511,
72,0.21999999999999997,1.0485538244247437,0.011916173622012138,0.0016512703150510788,0.08669035136699677,14.018542289733887,,0.13479480147361755,0.8149002194404602,
73,0.22999999999999998,1.0663069486618042,0.01212992426007986,0.0016910495469346642,0.08665908128023148,13.9585542678833,,0.13751830160617828,0.8130737543106079,
74,0.24,1.0819039344787598,0.012326310388743877,0.0017269874224439263,0.0865708515048027,13.90743637084961,,0.14008638262748718,0.8114544749259949,
75,0.25,1.10654616355896,0.012667819857597351,0.001787683111615479,0.08629067242145538,13.827829360961914,,0.1447858065366745,0.8088175058364868,
76,0.26,1.1158665418624878,0.012813027948141098,0.001812661881558597,0.0861104279756546,13.797599792480469,,0.14704012870788574,0.8077974915504456,
77,0.27,1.1233142614364624,0.012941358610987663,0.0018342395778745413,0.08590273559093475,13.772737503051758,,0.14919358491897583,0.8069750070571899,
78,0.28,1.1289355754852295,0.013052865862846375,0.0018525631166994572,0.085669606924057,13.75258731842041,,0.151183620095253,0.8063489198684692,
79,0.29000000000000004,1.1345043182373047,0.013225502334535122,0.0018800159450620413,0.08515492081642151,13.724278450012207,,0.15475037693977356,0.8056833744049072,
80,0.30000000000000004,1.134221076965332,0.013286932371556759,0.0018894447712227702,0.08488093316555023,13.715251922607422,,0.15635880827903748,0.8056468367576599,
81,0.31000000000000005,1.1318848133087158,0.013332056812942028,0.0018962169997394085,0.08458417654037476,13.709187507629395,,0.15782728791236877,0.805809497833252,
82,0.32000000000000006,1.1274632215499878,0.013361135497689247,0.0019004653440788388,0.08426088839769363,13.7058687210083,,0.1591692864894867,0.806174099445343,
83,0.33000000000000007,1.1130892038345337,0.013371976092457771,0.0019018796738237143,0.08366059511899948,13.707090377807617,,0.16155865788459778,0.8075223565101624,
84,0.33999999999999997,1.103781819343567,0.013354716822504997,0.0018993400735780597,0.08333339542150497,13.711562156677246,,0.16254258155822754,0.8085078001022339,
85,0.35,1.0929882526397705,0.013322781771421432,0.0018947581993415952,0.08297397196292877,13.718806266784668,,0.16336649656295776,0.8096966743469238,
86,0.36,1.067689299583435,0.013216204941272736,0.0018797225784510374,0.08235882222652435,13.742818832397461,,0.16460806131362915,0.8126564621925354,
87,0.37,1.0532989501953125,0.01314298901706934,0.0018694682512432337,0.0820424035191536,13.760096549987793,,0.16503708064556122,0.8144077062606812,
88,0.38,1.0377060174942017,0.013056883588433266,0.0018574047135189176,0.0816890299320221,13.781558990478516,,0.16535985469818115,0.8163284063339233,
89,0.39,1.021273136138916,0.012957718223333359,0.0018434715457260609,0.08137697726488113,13.807962417602539,,0.16558218002319336,0.8184108138084412,
90,0.4,0.9864429831504822,0.012722402811050415,0.001810278743505478,0.08066452294588089,13.876703262329102,,0.1657259315252304,0.8230218887329102,
