,zoom,PoseNet,MAE,MSE,NLPD,PSNR,UIQI,LPIPS_vgg,SSIM,MSSIM
0,0.5,0.2357793003320694,0.005136903375387192,0.0005785489920526743,0.07704348117113113,18.80498504638672,,0.07363557815551758,0.9055414199829102,0.7500677704811096
1,0.525,0.21879202127456665,0.004950700793415308,0.0005401274538598955,0.07619506865739822,19.113182067871094,,0.0693204328417778,0.9072550535202026,0.7677238583564758
2,0.55,0.19767190515995026,0.0047663794830441475,0.0005026761791668832,0.07547994703054428,19.429929733276367,,0.06546628475189209,0.9090652465820312,0.7839199900627136
3,0.575,0.18104888498783112,0.00457506999373436,0.0004651197523344308,0.07448387145996094,19.769811630249023,,0.061588164418935776,0.9110954999923706,0.7995803952217102
4,0.6,0.16953420639038086,0.004380284808576107,0.0004284425813239068,0.07312468439340591,20.125720977783203,,0.057829368859529495,0.9133298993110657,0.8144824504852295
5,0.625,0.14994025230407715,0.004156505223363638,0.0003873154055327177,0.07207255810499191,20.56704330444336,,0.05352862551808357,0.9159920811653137,0.8306308388710022
6,0.65,0.13567644357681274,0.003931971732527018,0.0003481317835394293,0.07065465301275253,21.028385162353516,,0.04938438534736633,0.9188624024391174,0.8458003997802734
7,0.675,0.1278339922428131,0.003714002901688218,0.0003123128553852439,0.06883930414915085,21.494665145874023,,0.04547130689024925,0.921848714351654,0.8596071004867554
8,0.7,0.11030634492635727,0.0034657714422792196,0.0002727819373831153,0.06747082620859146,22.089075088500977,,0.041123244911432266,0.9253191351890564,0.8747437596321106
9,0.725,0.09927636384963989,0.0032304946798831224,0.00023801416682545096,0.06571730971336365,22.68341064453125,,0.037098467350006104,0.9288243055343628,0.8882240056991577
10,0.75,0.0883634015917778,0.0029706074856221676,0.00020211396622471511,0.0636519193649292,23.38803482055664,,0.03274860233068466,0.9328936338424683,0.9022861123085022
11,0.775,0.08665227890014648,0.002735249465331435,0.00017276228754781187,0.061032574623823166,24.058849334716797,,0.028965536504983902,0.9368765354156494,0.914131224155426
12,0.8,0.07020516693592072,0.0024696150794625282,0.0001407801464665681,0.059160731732845306,24.954374313354492,,0.024713288992643356,0.9413302540779114,0.9273310303688049
13,0.825,0.07112748920917511,0.002188116777688265,0.00011189201904926449,0.05548062175512314,25.92878532409668,,0.020591976121068,0.9466928839683533,0.9398294687271118
14,0.8500000000000001,0.05226564407348633,0.0018652912694960833,8.101090497802943e-05,0.05242371931672096,27.34956932067871,,0.015915406867861748,0.95282381772995,0.9539340734481812
15,0.875,0.04518697410821915,0.0015879396814852953,5.8943744079442695e-05,0.04848857596516609,28.727405548095703,,0.012301956303417683,0.9588490128517151,0.9647617340087891
16,0.9,0.03835685923695564,0.0012865993194282055,3.886101330863312e-05,0.043283894658088684,30.52964973449707,,0.008822837844491005,0.9662150144577026,0.9754118919372559
17,0.925,0.03218552842736244,0.00095894536934793,2.1694355382351205e-05,0.03612849861383438,33.04987335205078,,0.005533968564122915,0.9754893779754639,0.9853782057762146
18,0.95,0.02723144181072712,0.0006006467156112194,8.574331332056317e-06,0.025755951181054115,37.07184600830078,,0.0028293095529079437,0.9872037172317505,0.9938716888427734
19,0.9750000000000001,0.04772109538316727,0.00044699449790641665,5.119042270962382e-06,0.021470583975315094,38.40177536010742,,0.001757400343194604,0.991727352142334,0.9957965612411499
20,1.0,0.023424090817570686,0.0,0.0,0.0,inf,,0.0,1.0,1.0
21,1.025,0.024852205067873,0.00045261840568855405,4.522989001998212e-06,0.019697748124599457,39.845645904541016,,0.0016820627497509122,0.9903244376182556,0.9963515400886536
22,1.05,0.05467915162444115,0.000868000031914562,1.7166154066217132e-05,0.03169199079275131,33.76969909667969,,0.003986201249063015,0.9779179692268372,0.9876947402954102
23,1.0750000000000002,0.0563439205288887,0.0011148994090035558,2.6714998966781422e-05,0.036333683878183365,31.962419509887695,,0.005780565086752176,0.9708307385444641,0.9820259809494019
24,1.1,0.034620217978954315,0.0014960065018385649,4.296096085454337e-05,0.043129682540893555,30.101978302001953,,0.008672231808304787,0.9600562453269958,0.9731367230415344
25,1.125,0.06300429999828339,0.001965112518519163,7.184598507592455e-05,0.047151245176792145,27.800615310668945,,0.013321202248334885,0.9501052498817444,0.9593287110328674
26,1.15,0.06581655144691467,0.0022827251814305782,9.28579320316203e-05,0.04987361654639244,26.707677841186523,,0.01650553196668625,0.9434040784835815,0.9502410888671875
27,1.175,0.049967460334300995,0.002779102185741067,0.00012735561176668853,0.05474386736750603,25.398555755615234,,0.021457552909851074,0.9330686330795288,0.9363486170768738
28,1.2000000000000002,0.05421850457787514,0.003145969472825527,0.00015685787366237491,0.0568084716796875,24.49551010131836,,0.025390250608325005,0.926246702671051,0.9256709218025208
29,1.225,0.05858990550041199,0.0035338259767740965,0.0001900650968309492,0.05867157131433487,23.664546966552734,,0.02960347570478916,0.919248640537262,0.9145018458366394
30,1.25,0.06309530138969421,0.003946180455386639,0.00022740341955795884,0.06043296679854393,22.888202667236328,,0.03407353535294533,0.91201251745224,0.9028142690658569
31,1.275,0.06767263263463974,0.004381814040243626,0.0002688151434995234,0.0620277114212513,22.164342880249023,,0.03880443423986435,0.9045159220695496,0.8907380700111389
32,1.3,0.07235444337129593,0.004844936542212963,0.00031487029627896845,0.06354577094316483,21.47845458984375,,0.04382487013936043,0.8967190384864807,0.8781823515892029
33,1.3250000000000002,0.07712878286838531,0.005337465088814497,0.00036570787779055536,0.06491134315729141,20.827497482299805,,0.04914148524403572,0.8885524272918701,0.8653058409690857
34,1.35,0.08202319592237473,0.005861532408744097,0.000421845237724483,0.06634172052145004,20.21088218688965,,0.05459190160036087,0.8800568580627441,0.8520201444625854
35,1.375,0.10088633745908737,0.006146606523543596,0.00045531272189691663,0.06583283096551895,19.865367889404297,,0.057859063148498535,0.8756863474845886,0.8448566198348999
