,zoom,PoseNet,MAE,MSE,NLPD,PSNR,UIQI,LPIPS_vgg,SSIM,MSSIM
36,1.4,0.10563784092664719,0.006723225582391024,0.0005199647275730968,0.0671403706073761,19.291709899902344,,0.06378772109746933,0.8665246367454529,0.8310484290122986
37,1.425,0.1105397567152977,0.0073392740450799465,0.0005908807506784797,0.06840872764587402,18.739540100097656,,0.06998816877603531,0.8568806648254395,0.8168387413024902
38,1.4500000000000002,0.09724222123622894,0.007653572130948305,0.0006254477775655687,0.07016556710004807,18.503780364990234,,0.07286415994167328,0.8518309593200684,0.8097495436668396
39,1.475,0.10245221853256226,0.00833449512720108,0.000706650665961206,0.071368508040905,17.975234985351562,,0.07956363260746002,0.8414445519447327,0.7949562668800354
40,1.5,0.12077227979898453,0.008704944513738155,0.0007536980556324124,0.07090509682893753,17.68702507019043,,0.08318472653627396,0.8359806537628174,0.7873149514198303
41,1.5250000000000001,0.12607251107692719,0.00946191418915987,0.0008466312428936362,0.07201667129993439,17.184537887573242,,0.09032759815454483,0.8246245384216309,0.7720283269882202
42,1.55,0.11328811198472977,0.009852422401309013,0.0008928768220357597,0.07366472482681274,16.962900161743164,,0.0936455950140953,0.8186755180358887,0.764270007610321
43,1.575,0.13149699568748474,0.010276272892951965,0.0009483547182753682,0.07315794378519058,16.693796157836914,,0.097718246281147,0.8125892281532288,0.7563841342926025
44,1.6,0.11882774531841278,0.010697506368160248,0.0009992218110710382,0.07476481795310974,16.474458694458008,,0.10118580609560013,0.8062634468078613,0.7484107613563538
45,1.625,0.12445034086704254,0.011608192697167397,0.0011155945248901844,0.07587880641222,15.99829387664795,,0.10906342417001724,0.7931205034255981,0.7322205305099487
46,1.6500000000000001,0.14271147549152374,0.012099162675440311,0.0011812853626906872,0.07535319775342941,15.744081497192383,,0.11339844018220901,0.7862735390663147,0.7241018414497375
47,1.675,0.13019613921642303,0.01259173545986414,0.0012428838526830077,0.0769520178437233,15.530126571655273,,0.11716315895318985,0.7791574001312256,0.7157110571861267
48,1.7000000000000002,0.14850766956806183,0.01312214694917202,0.0013145605335012078,0.07646295428276062,15.28158950805664,,0.12158751487731934,0.7719147205352783,0.7074613571166992
49,1.725,0.13605786859989166,0.013655402697622776,0.0013822161126881838,0.07802429050207138,15.069087028503418,,0.12546813488006592,0.7643624544143677,0.6988998055458069
50,1.75,0.15434670448303223,0.014230030588805676,0.0014604623429477215,0.07753996551036835,14.826624870300293,,0.12992136180400848,0.7566782832145691,0.690544843673706
51,1.7750000000000001,0.1420595645904541,0.014810076914727688,0.0015350471949204803,0.07909165322780609,14.616646766662598,,0.13388969004154205,0.7486571073532104,0.6817765831947327
52,1.8,0.16029803454875946,0.015432125888764858,0.0016203952254727483,0.07859128713607788,14.37827205657959,,0.13837571442127228,0.7405491471290588,0.6733614206314087
53,1.8250000000000002,0.1480964869260788,0.016063055023550987,0.0017025396227836609,0.08012183755636215,14.168524742126465,,0.14235708117485046,0.7320650219917297,0.6644272208213806
54,1.85,0.16628849506378174,0.016738757491111755,0.0017959552351385355,0.07963145524263382,13.932726860046387,,0.14682136476039886,0.723497211933136,0.6559271216392517
55,1.875,0.1542270928621292,0.01742611452937126,0.0018864875892177224,0.08111081272363663,13.723831176757812,,0.15077637135982513,0.7145179510116577,0.6468401551246643
56,1.9000000000000001,0.17234748601913452,0.018160123378038406,0.00198879512026906,0.08063812553882599,13.492076873779297,,0.1551450937986374,0.7054981589317322,0.6382877230644226
57,1.925,0.1604093313217163,0.018909797072410583,0.002088689710944891,0.08204864710569382,13.284568786621094,,0.15899425745010376,0.6960137486457825,0.6290435791015625
58,1.9500000000000002,0.17846980690956116,0.019705316051840782,0.002200810704380274,0.081621915102005,13.05103874206543,,0.1633281260728836,0.6866605281829834,0.6205831170082092
59,1.975,0.16659095883369446,0.02052362449467182,0.0023101530969142914,0.08258667588233948,12.840022087097168,,0.167066290974617,0.6761161088943481,0.6112499237060547
60,2.0,0.16659095883369446,0.02052362449467182,0.0023101530969142914,0.08258667588233948,12.840022087097168,,0.167066290974617,0.6761161088943481,0.6112499237060547
61,2.0250000000000004,0.18468688428401947,0.021387243643403053,0.002433698158711195,0.08252038806676865,12.614264488220215,,0.17109103500843048,0.6666717529296875,0.6025186777114868
62,2.05,0.1729496568441391,0.02227819710969925,0.002555097220465541,0.08373191207647324,12.408737182617188,,0.17440512776374817,0.6559873819351196,0.593285858631134
63,2.075,0.1910037100315094,0.023215757682919502,0.002689424203708768,0.08329305052757263,12.180426597595215,,0.1782245635986328,0.6455382108688354,0.5847254991531372
64,2.1,0.179389089345932,0.024183690547943115,0.0028232960030436516,0.08447612076997757,11.970541000366211,,0.18137404322624207,0.6344295144081116,0.5753241181373596
65,2.125,0.179389089345932,0.024183690547943115,0.0028232960030436516,0.08447612076997757,11.970541000366211,,0.18137404322624207,0.6344295144081116,0.5753241181373596
66,2.1500000000000004,0.19725154340267181,0.025198763236403465,0.002970219822600484,0.08401680737733841,11.745417594909668,,0.1847841739654541,0.6235024333000183,0.5668598413467407
67,2.175,0.18583223223686218,0.026250066235661507,0.0031175375916063786,0.08509702235460281,11.53546142578125,,0.18755701184272766,0.6118403077125549,0.5574290752410889
68,2.2,0.18583223223686218,0.026250066235661507,0.0031175375916063786,0.08509702235460281,11.53546142578125,,0.18755701184272766,0.6118403077125549,0.5574290752410889
69,2.225,0.20345626771450043,0.027345342561602592,0.0032778794411569834,0.08459942787885666,11.309647560119629,,0.19052907824516296,0.6004528403282166,0.5490797162055969
70,2.25,0.19228211045265198,0.028483841568231583,0.0034396147821098566,0.08554615080356598,11.097716331481934,,0.1929338127374649,0.5882603526115417,0.5396688580513
71,2.2750000000000004,0.19228211045265198,0.028483841568231583,0.0034396147821098566,0.08554615080356598,11.097716331481934,,0.1929338127374649,0.5882603526115417,0.5396688580513
72,2.3,0.2096511721611023,0.029661158099770546,0.003613947192206979,0.08506006747484207,10.874335289001465,,0.19550685584545135,0.5764322280883789,0.5314907431602478
73,2.325,0.2096511721611023,0.029661158099770546,0.003613947192206979,0.08506006747484207,10.874335289001465,,0.19550685584545135,0.5764322280883789,0.5314907431602478
74,2.35,0.19872353971004486,0.030890624970197678,0.0037909180391579866,0.08593069016933441,10.662589073181152,,0.19745409488677979,0.563705563545227,0.5221779942512512
75,2.375,0.21576207876205444,0.03215520456433296,0.003980281762778759,0.08545099943876266,10.438764572143555,,0.19942083954811096,0.5514445900917053,0.5142251253128052
76,2.4000000000000004,0.21576207876205444,0.03215520456433296,0.003980281762778759,0.08545099943876266,10.438764572143555,,0.19942083954811096,0.5514445900917053,0.5142251253128052
77,2.425,0.20514634251594543,0.03348074480891228,0.004173545632511377,0.08618812263011932,10.226420402526855,,0.20076413452625275,0.5382001996040344,0.5050406455993652
78,2.45,0.20514634251594543,0.03348074480891228,0.004173545632511377,0.08618812263011932,10.226420402526855,,0.20076413452625275,0.5382001996040344,0.5050406455993652
79,2.475,0.2217850536108017,0.03483482822775841,0.0043785241432487965,0.08571014553308487,10.002982139587402,,0.2018861025571823,0.5254837870597839,0.4973812997341156
80,2.5,0.2217850536108017,0.03483482822775841,0.0043785241432487965,0.08571014553308487,10.002982139587402,,0.2018861025571823,0.5254837870597839,0.4973812997341156
81,2.525,0.21151374280452728,0.03625938668847084,0.004588923417031765,0.08627491444349289,9.789051055908203,,0.20241279900074005,0.5117290616035461,0.48840653896331787
82,2.5500000000000003,0.21151374280452728,0.03625938668847084,0.004588923417031765,0.08627491444349289,9.789051055908203,,0.20241279900074005,0.5117290616035461,0.48840653896331787
83,2.575,0.2277211844921112,0.03770081326365471,0.004809485282748938,0.08574409782886505,9.567255020141602,,0.20254577696323395,0.4986385703086853,0.48108065128326416
84,2.6,0.2277211844921112,0.03770081326365471,0.004809485282748938,0.08574409782886505,9.567255020141602,,0.20254577696323395,0.4986385703086853,0.48108065128326416
85,2.625,0.21790269017219543,0.03922601789236069,0.005037405528128147,0.08611740916967392,9.351907730102539,,0.20204733312129974,0.4843026399612427,0.4723798334598541
86,2.65,0.21790269017219543,0.03922601789236069,0.005037405528128147,0.08611740916967392,9.351907730102539,,0.20204733312129974,0.4843026399612427,0.4723798334598541
